provincia,municipio,latitud,longitud
Cordoba,Sagrada familia,-31.28972823,-63.445471703
Cordoba,Diego de rojas,-31.028640417,-63.340279552
Neuquen,Manzano amargo,-36.660886,-70.659952
Chaco,Juan jose castelli,-25.79428509,-60.40970143
Corrientes,Santa lucia,-29.020359674,-58.993923895
Cordoba,Candelaria sud,-30.839230597,-63.800846595
Cordoba,La falda,-31.090434308,-64.528657235
Santa fe,Guadalupe norte,-28.945302204,-59.563415193
Misiones,Candelaria,-27.463603395,-55.800580105
Neuquen,Cutral co,-38.936601614,-69.241339033
Cordoba,Pascanas,-33.124987293,-63.042695738
Cordoba,Sebastian elcano,-30.161446264,-63.593450386
La pampa,Arata,-35.741376357,-64.447959893
Santa fe,San jose de la esquina,-33.114048529,-61.703312346
Tucuman,Santa cruz y la tuna,-27.38656188,-65.45638949
Tucuman,La ramada y la cruz,-26.65855,-64.93144
Corrientes,Parada pucheta,-29.905345401,-57.574369351
Santa fe,Progreso,-31.139768955,-60.990254157
Corrientes,Beron de astrada,-27.384935379,-57.692176827
Tucuman,Esquina y mancopa,-27.022314072,-65.229652405
Santa fe,Colonia margarita,-31.686833422,-61.649296876
Cordoba,La poblacion,-32.06600318,-65.030908601
Cordoba,San carlos minas,-31.175590416,-65.101705427
Neuquen,Plaza huincul,-38.929070953,-69.202159443
Tucuman,Huasa pampa,-27.9087682,-65.5666946
Misiones,San ignacio,-27.251232072,-55.530492495
Entre rios,Aldea brasilera,-31.892286452,-60.591797747
Entre rios,Villa mantero,-32.398709126,-58.744063898
Santa fe,San eugenio,-32.076895386,-61.117423493
Entre rios,Federal,-30.9016679,-58.896935872
Corrientes,Goya,-29.2232586,-59.312563
Chubut,Rio pico,-44.182993241,-71.370056536
Santa cruz,28 de noviembre,-51.578758153,-72.208041088
Chaco,Colonia popular,-27.346722389,-59.072234226
Santa fe,Nuevo torino,-31.346882383,-61.235725734
Entre rios,Santa luisa,-31.76792444,-59.729249998
Entre rios,La picada,-31.726710082,-60.2971793
Cordoba,Unquillo,-31.240896079,-64.261887201
Santa fe,Cepeda,-33.398420866,-60.62411142
Corrientes,Corrientes,-27.4064,-58.782760001
Catamarca,San jose,-26.791933134,-66.037877634
Entre rios,Faustino m parera,-32.804431428,-58.882633399
Entre rios,Laguna del pescado,-32.68938541,-60.00899482
Neuquen,Villa traful,-40.651533624,-71.406973343
Tucuman,Monteagudo,-27.51436,-65.17293
Jujuy,Vinalito,-23.667830037,-64.413830233
Buenos aires,Berisso,-34.919020922,-57.790995496
Entre rios,Aranguren,-32.244313006,-60.162798819
Catamarca,Los varela,-27.788925546,-65.876253689
Cordoba,Canals,-33.562382718,-62.885597404
Misiones,Arroyo del medio,-27.698002675,-55.406478886
Chaco,Charadai,-27.873800911,-59.939569589
Cordoba,Saladillo,-32.933160488,-62.342877434
Cordoba,Colazo,-31.964293094,-63.383401105
Santa fe,Arroyo leyes,-31.528617938,-60.475666235
Buenos aires,Bolivar,-36.602579326,-61.36186255
Chaco,La verde,-27.15454632,-59.367625056
Jujuy,Humahuaca,-23.35559375,-65.34644022
Mendoza,Godoy cruz,-32.917135245,-68.919097106
Chaco,Capitan solari,-26.927072253,-59.592914311
Buenos aires,Exaltacion de la cruz,-34.327300355,-59.075990546
Cordoba,Los chanaritos (cruz del eje),-30.602189439,-64.941656402
Cordoba,Colonia italiana,-33.342742245,-62.279842071
Jujuy,Tres cruces,-22.917289039,-65.587400333
Cordoba,Calmayo,-32.023744308,-64.464163684
Misiones,Fachinal,-27.6320979,-55.704019706
Buenos aires,General alvear,-35.9013417,-60.0893187
Formosa,Pirane,-25.73064179,-59.107520591
Misiones,Colonia aurora,-27.299656475,-54.499764343
Misiones,25 de mayo,-27.371571994,-54.747522488
Mendoza,Maipu,-32.861735542,-68.489615422
Rio negro,Cerro policia,-39.041858727,-67.807597054
Santiago del estero,Nueva esperanza,-26.228170837,-64.216535054
Santa fe,Sancti spiritu,-34.00952856,-62.242450344
Chaco,Las palmas,-27.036006316,-58.645295188
Rio negro,Villa regina,-39.128346366,-67.048112514
Santa fe,San justo,-30.859743005,-60.442186823
Formosa,Pozo del mortero,-24.406440368,-61.031313748
La rioja,Coronel felipe varela,-29.322704622,-68.223074129
Salta,Tolar grande,-24.654569626,-67.303604126
Tucuman,El naranjo y el sunchal,-26.61443,-65.05016
Tucuman,Las talas,-27.00924,-65.31517
Corrientes,Garavi,-28.19843729,-55.76588676
Ciudad de buenos aires,Comuna 4,-34.631070072,-58.356830411
Entre rios,El quebracho,-30.98312136,-59.66460371
Santiago del estero,Choya,-28.533610733,-64.777089379
Santa fe,San cristobal,-30.285390239,-60.959827338
Entre rios,Medanos,-33.436099574,-59.067595211
Santa fe,Florencia,-28.0909241,-59.2679515
Entre rios,Maria grande,-31.660055679,-59.830745284
Santa fe,Las tunas,-31.572237064,-60.995928799
Rio negro,Lamarque,-39.423265292,-65.701450498
Entre rios,Estacion camps,-32.113320744,-60.229901797
Entre rios,Durazno,-31.98658542,-59.280462307
San juan,Rivadavia,-31.52584843,-68.631671585
Chaco,Las garcitas,-26.54943054,-59.821664441
Cordoba,Santa catalina,-33.205938452,-64.434816448
Tucuman,7 de abril,-26.37993,-64.68218
Santiago del estero,Estacion simbolar,-27.67378811,-64.134991938
Misiones,Puerto rico,-26.873695789,-55.107953685
Neuquen,Caviahue - copahue,-37.874121153,-71.053779247
Chaco,Colonia elisa,-26.989668082,-59.554971777
Neuquen,Aguada san roque,-37.999479177,-68.923110398
Cordoba,Buchardo,-34.722314204,-63.508013062
Cordoba,Las calles,-31.832529381,-64.985672914
Corrientes,Mburucuya,-28.034720946,-58.233471328
Buenos aires,Tornquist,-38.056826633,-62.078261831
Jujuy,Valle grande,-23.518585205,-64.889854431
Neuquen,Quili malal,-38.321317863,-69.814368756
Formosa,Laguna naick neck,-25.219391051,-58.123079126
Entre rios,1° de mayo,-32.217173111,-58.495365095
Cordoba,La granja,-30.959464551,-64.275416561
La pampa,Coronel hilario lagos,-35.02186343,-63.818977368
Santa fe,Capitan bermudez,-32.828234945,-60.716820755
Entre rios,Rincon de nogoya,-32.784082256,-59.906601183
Tucuman,Leales,-27.215,-65.24213
San luis,Renca,-32.771768074,-65.363760501
Buenos aires,Zarate,-34.0413041,-59.0810209
Corrientes,Guaviravi,-29.328128602,-56.720822822
Entre rios,Villa libertador san martin,-32.069756175,-60.462446394
Santiago del estero,El bobadal,-26.750382111,-64.364819095
Tucuman,Chicligasta,-27.43752861,-65.187431335
Rio negro,Colan conue,-40.670608413,-69.111254558
San luis,Juana koslay,-33.260822412,-66.23810614
Cordoba,Los reartes,-31.919856078,-64.575503707
Cordoba,Guanaco muerto,-30.38637854,-65.088771059
Formosa,General lucio v mansilla,-26.654180225,-58.629321476
Santa fe,Coronel arnold,-33.106617539,-60.966501559
Entre rios,San jaime de la frontera,-30.339627349,-58.308091597
Santiago del estero,Las delicias,-26.706460276,-63.962722918
Santa fe,Chanar ladeado,-33.325840985,-62.03864967
Cordoba,La laguna,-32.801414982,-63.244004566
La pampa,La reforma,-37.552004942,-66.226853897
Misiones,Gobernador lopez,-27.661524571,-55.212445559
Buenos aires,Leandro n alem,-34.497398435,-61.545344763
Tucuman,Ranchillos y san miguel,-27.0071699,-64.9816
Santa fe,Pueblo esther,-33.07309694,-60.578919543
Salta,Colonia santa rosa,-23.43534,-64.33206
Misiones,Santa ana,-27.43374193,-55.57917878
Catamarca,Antofagasta de la sierra,-25.715950857,-67.702712376
Cordoba,Monte buey,-32.917528034,-62.4576576
Neuquen,Octavio pico,-37.586510488,-68.268607594
Neuquen,Santo tomas,-39.821800728,-70.102888485
Buenos aires,Lujan,-34.589808104,-59.01371547
San luis,Alto pelado,-33.830280304,-66.204048157
Cordoba,Villa ciudad parque los reartes,-31.9121105,-64.5299938
Santa fe,Salto grande,-32.668022047,-61.089048652
Buenos aires,La costa,-36.655211149,-56.694952068
Entre rios,Aldea protestante,-32.011978035,-60.61726225
Entre rios,Gualeguay,-33.10727734,-59.29100426
Chaco,Avia terai,-26.524236939,-60.571935257
Santa fe,Traill,-31.922599122,-61.702447196
Mendoza,Tupungato,-33.37926256,-69.18719967
Entre rios,Yeso oeste,-31.007424774,-59.389286797
Santa fe,Cabal,-31.103990777,-60.727152649
Cordoba,Villa de pocho,-31.488089484,-65.283035386
Chaco,Pampa del infierno,-26.506397441,-61.176490197
Neuquen,Covunco abajo,-38.517411606,-69.725521916
Tucuman,Lamadrid,-27.613161087,-65.283843994
Tucuman,Quilmes y los sueldos,-27.08415,-65.23432
Santa fe,Cayasta,-31.299427007,-60.263601337
Entre rios,Ibicuy,-33.82577528,-59.026407506
Entre rios,Sauce montrull,-31.7463195,-60.355229708
Salta,Campo quijano,-24.45124629,-65.95126805
Cordoba,La paz,-32.236736298,-65.037712097
Cordoba,Toledo,-31.519901376,-64.045340108
Salta,Cachi,-25.230600357,-66.26133728
Chaco,Charata,-27.376891185,-60.858685319
Rio negro,Valcheta,-40.677861779,-66.165326136
Santiago del estero,Otumpa,-27.330554489,-62.226401843
Buenos aires,General paz,-35.451905725,-58.269541772
Entre rios,Pronunciamiento,-32.32707807,-58.531732784
Chubut,Aldea epulef,-43.234116595,-69.711293777
Entre rios,General ramirez,-32.177271443,-60.198560581
Cordoba,Chanar viejo,-29.913502395,-63.857741654
Buenos aires,Rauch,-36.354129966,-59.206957523
Buenos aires,Chivilcoy,-34.7721301,-60.1661253
Santa fe,Garabato,-28.886562031,-60.185393831
Cordoba,Villa ciudad de america,-31.777219326,-64.532077975
Cordoba,San ignacio,-32.166785673,-64.516397206
Misiones,Puerto libertad,-25.921671337,-54.582120987
Entre rios,Rosario del tala,-32.302633916,-59.14457921
Santiago del estero,El cuadrado,-28.291333744,-61.7207811
Cordoba,Bouwer,-31.529256149,-64.168866606
Santa cruz,Bajo caracoles,-47.446149004,-70.928515561
Santa fe,Acebal,-33.243650558,-60.837195481
Cordoba,San lorenzo,-31.682227676,-65.02556854
Corrientes,Sauce,-29.84793767,-58.80912815
Cordoba,La cesira,-33.951861116,-62.974489414
Santa fe,Melincue,-33.661914426,-61.457688741
Santiago del estero,Vilelas,-27.953265369,-62.545688818
Santa fe,Josefina,-31.330813247,-61.980428086
Entre rios,Herrera,-32.491234389,-58.602912606
Mendoza,Lujan de cuyo,-32.997529631,-69.317680251
Santa fe,Maggiolo,-33.724423631,-62.247839186
Santiago del estero,Gramilla,-27.296511056,-64.587322881
Buenos aires,San fernando,-34.208974,-58.582379
Buenos aires,Baradero,-33.909603805,-59.388201713
Misiones,Puerto piray,-26.523791593,-54.591654762
La pampa,Gobernador duval,-38.741340766,-66.436065336
Formosa,Mayor vicente e,-26.204868152,-59.07803318
Cordoba,La calera,-31.3562371,-64.3697064
Misiones,Guarani,-27.520331746,-55.161363477
Cordoba,Serrezuela,-30.63920263,-65.381300962
Cordoba,Devoto,-31.403980918,-62.306139386
Formosa,Fortin sargento 1° leyes,-24.550304852,-59.390271557
Cordoba,Silvio pellico,-32.250633809,-62.931650119
Chubut,Colan conhue,-43.242597705,-69.930218186
Santiago del estero,Santos lugares,-26.692088187,-63.55849016
Rio negro,Aguada cecilio,-40.847873781,-65.839327459
Mendoza,Tunuyan,-33.56520091,-69.17117062
Santa fe,La chispa,-33.544670401,-61.973632428
Entre rios,Alcaraz sur,-31.288879085,-59.862062675
Cordoba,Ballesteros,-32.545381588,-62.983300521
Santa fe,Soledad,-30.622553838,-60.916611263
Jujuy,Puesto del marquez,-22.53517977,-65.698839942
Buenos aires,Marcos paz,-34.738346987,-58.888083995
San luis,Nueva galia,-35.1124747,-65.253210916
Entre rios,Hernandez,-32.338069297,-60.030140478
Santa cruz,El turbio,-51.680533852,-72.087486069
Buenos aires,Ituzaingo,-34.616869581,-58.6932875
Mendoza,Rivadavia,-33.230464307,-68.483725605
Cordoba,Etruria,-32.940515709,-63.247256515
Santa fe,Helvecia,-31.11562,-60.1333209
Santa fe,Villa constitucion,-33.232413391,-60.332498827
La pampa,Colonia baron,-36.208427429,-63.702777862
Salta,Hipolito yrigoyen,-23.250027036,-64.244505894
Corrientes,San carlos,-27.76987511,-55.8537136
Rio negro,Rincon treneta,-40.850827743,-66.981684693
Misiones,Caraguatay,-26.728209792,-54.727820957
Cordoba,Justiniano posse,-32.883580112,-62.680276704
Buenos aires,Lobos,-35.3373969,-59.225241
Cordoba,Alicia,-31.938749168,-62.465794568
Santa fe,Monte oscuridad,-30.4410853,-62.1031527
La pampa,Embajador martini,-35.386185481,-64.283685726
Rio negro,Ministro ramos mexia,-40.508540013,-67.261920715
Santa fe,San lorenzo,-32.752306955,-60.735620981
Santiago del estero,Fernandez,-27.94540061,-63.829917018
Cordoba,Washington,-33.873367641,-64.688618221
Buenos aires,9 de julio,-35.5689707,-60.642929
Cordoba,San jose de la dormida,-30.354601839,-63.946652921
Tucuman,El timbo,-26.7026752,-65.1227603
Santa fe,Colonia bigand,-31.0667845,-61.7196223
Cordoba,Aldea santa maria,-33.694881609,-62.911475884
San juan,Santa lucia,-31.519509114,-68.494610795
Santa fe,Videla,-30.946503263,-60.65644124
Santa fe,Emilia,-31.061095175,-60.746437948
Cordoba,Santa elena,-30.117475655,-63.843805471
Santa fe,Las toscas,-28.35407493,-59.2595521
Santiago del estero,Estacion robles,-28.06690671,-63.923293649
Salta,General guemes,-24.660943985,-64.969657898
Santa fe,Gregoria perez de denis,-28.246686048,-61.447837201
Chubut,Lago puelo,-42.00974632,-71.57108275
Buenos aires,Bahia blanca,-38.5947277,-62.3863759
Jujuy,Mina pirquitas,-22.463222636,-66.462864779
La rioja,General juan f quiroga,-30.92064282,-66.81158676
Santa fe,Zavalla,-33.021569829,-60.879303488
San juan,Albardon,-31.443393413,-68.543512275
Santa fe,Colonia aldao,-30.982347455,-61.743986935
Santa fe,Colonia ana,-30.144999839,-61.914791746
Chaco,Las brenas,-27.26621971,-60.95539584
Cordoba,Reduccion,-33.20145563,-63.862220721
Buenos aires,General lavalle,-36.6749824,-57.3038014
Entre rios,Pueblo liebig s,-32.157004904,-58.197661689
Cordoba,Villa dolores,-32.01613487,-65.163820049
Entre rios,El gramiyal,-31.191727162,-59.12463946
Entre rios,Crespo,-31.99727805,-60.359648955
Santa fe,Sanford,-33.147772982,-61.277857289
Santa fe,Coronel dominguez,-33.185476006,-60.722863331
Cordoba,Ana zumaran,-32.390824403,-63.057483505
La rioja,General san martin,-31.808767384,-65.979224
Entre rios,Los charruas,-31.21474042,-58.2076416
Neuquen,Villa el chocon,-39.258978642,-68.826872366
Cordoba,La serranita,-31.733134082,-64.456415452
Cordoba,Los molinos,-31.858290164,-64.375057791
Cordoba,Rio ceballos,-31.198023001,-64.288792425
Cordoba,El aranado,-31.741233067,-62.893344371
Buenos aires,Daireaux,-36.7640749,-61.9886445
Entre rios,Las moscas,-32.092666686,-58.957592355
Corrientes,Paso de la patria,-27.363933134,-58.661982433
Chubut,Aldea beleiro,-45.561464468,-71.518172616
Formosa,Laguna yema,-24.25546472,-61.243998007
Misiones,Santo pipo,-27.265187887,-55.213687469
San luis,Juan llerena,-33.281113256,-65.61457668
Neuquen,San patricio del chanar,-38.625782407,-68.298645682
Santa fe,Roldan,-32.90238793,-60.910882795
Rio negro,Los menucos,-40.845191143,-68.083202506
Entre rios,Aldea santa maria,-31.634415918,-59.968368213
Cordoba,Canada de rio pinto,-30.775918322,-64.218297198
San luis,Anchorena,-35.674645024,-65.424423051
Entre rios,Aldea san rafael,-31.959829945,-60.255875549
Santa fe,Plaza clucellas,-31.45455052,-61.707475623
Buenos aires,Carlos tejedor,-35.4879339,-62.592526
Santa cruz,El calafate,-50.337320848,-72.26199507
Cordoba,Guasapampa,-31.107549953,-65.270336886
Santiago del estero,El mojon,-26.122767348,-64.286664964
Santa fe,Estacion clucellas,-31.524169149,-61.720645713
Tucuman,Pampa mayo,-27.3011557,-65.295569
Formosa,Bartolome de las casas,-25.494121812,-59.612058369
Santiago del estero,Averias,-28.741220514,-62.382198062
Cordoba,Nono,-31.795570032,-65.003403626
Salta,Rosario de la frontera,-25.808897182,-64.984061824
Tucuman,Los perez,-26.84331,-64.84914
Neuquen,El sauce,-39.398144626,-69.595275561
La pampa,General campos,-37.41825418,-63.4414187
Cordoba,La francia,-31.406437919,-62.634358101
Santa fe,San eduardo,-33.823583396,-62.192442665
Santiago del estero,Sachayoj,-26.649596794,-61.787149744
Cordoba,Rio tercero,-32.180207839,-64.173924309
Entre rios,San gustavo,-30.712633339,-59.478415886
Neuquen,Chorriaca,-37.929624049,-70.056215816
Formosa,Fortin cabo 1°  lugones,-24.285486462,-59.828249917
Chaco,Santa sylvina,-27.741069383,-61.052010698
Santa fe,Esther,-31.043486113,-60.644866137
Formosa,Laguna blanca,-25.130252206,-58.245843026
La pampa,Miguel riglos,-36.853874906,-63.688184614
Cordoba,Quebracho herrado,-31.549602222,-62.225731258
Catamarca,Mutquin,-28.317845573,-66.142064287
Santa fe,Carmen del sauce,-33.246622889,-60.764974022
Santa fe,Larrechea,-31.936130528,-61.047716686
Rio negro,El manso,-41.596518964,-71.744954287
Misiones,Wanda,-25.966703984,-54.592942211
Chaco,El sauzalito,-24.220355968,-62.148674292
"Tierra del fuego, antartida e islas del atlantico sur",Tolhuin,-54.511386755,-67.195804464
Tucuman,Ciudacita,-27.4244101,-65.4230388
Corrientes,Riachuelo,-27.581145285,-58.741983122
Cordoba,Segunda usina,-32.165042598,-64.378422587
Santa fe,Casas,-32.127997604,-61.54212822
Buenos aires,La matanza,-34.710831777,-58.495008488
Jujuy,Santa clara,-24.271503305,-64.714692754
Entre rios,Arroyo baru,-31.867363076,-58.445702858
Santiago del estero,Colonia san juan,-27.614614115,-63.257825721
Misiones,Puerto leoni,-26.984091061,-55.169484264
Santa fe,Carcarana,-32.858828176,-61.15235022
Santa fe,Arroyo ceibal,-28.725086997,-59.480416481
Entre rios,Costa uruguay norte,-32.980562619,-58.343770151
Jujuy,La quiaca,-22.12732,-65.70671
Salta,La candelaria,-26.096179009,-65.061011952
Rio negro,Sierra colorada,-40.585099353,-67.755544586
Tucuman,La esperanza,-26.7088799,-65.2671174
Santa fe,Chapuy,-33.874230914,-61.814018142
Santa fe,Logrono,-29.4317893,-61.7627938
La pampa,Loventue,-36.188745976,-65.289970273
Jujuy,Palpala,-24.245642701,-65.083806876
Entre rios,Betbeder,-32.374100868,-59.9380818
Misiones,Hipolito yrigoyen,-27.090061326,-55.287071695
Santa fe,Las garzas,-28.882314,-59.5491273
Chaco,Villa rio bermejito,-25.793405556,-60.102021303
Cordoba,Costa sacate,-31.647098474,-63.759895584
Santiago del estero,Brea pozo,-28.262548448,-63.879484844
Misiones,Puerto esperanza,-26.02938289,-54.58342511
Buenos aires,25 de mayo,-35.879862,-60.4803228
Rio negro,San antonio oeste,-40.811004684,-64.758112938
Tucuman,El cadillal,-26.63254443,-65.205740834
Entre rios,Villa clara,-31.830100456,-58.823390318
Rio negro,El bolson,-41.875671878,-71.539998614
Salta,Embarcacion,-23.264456059,-64.005265388
Cordoba,Arroyito,-31.419390874,-63.05034441
Cordoba,Las tapias,-31.95222792,-65.101421974
Corrientes,Colonia libertad,-30.043976035,-57.823519398
Formosa,Comandante fontana,-25.334793474,-59.682807188
Tucuman,San isidro de lules,-26.960133899,-65.351472752
Entre rios,Colonia general roca,-31.324406521,-58.121409671
Cordoba,La para,-30.934026,-62.8957338
San luis,Papagayos,-32.678640544,-64.988179522
La pampa,Conhelo,-35.999487846,-64.595923338
Santa fe,Rueda,-33.335855095,-60.460874055
Buenos aires,Avellaneda,-34.675005648,-58.310563425
Entre rios,Estacion yerua,-31.444962901,-58.424795852
Cordoba,Cruz de cana,-31.097054761,-64.855667587
Buenos aires,Arrecifes,-34.038684845,-60.072128296
Santiago del estero,Casares,-28.952905017,-62.778968233
Entre rios,Ombu,-30.467086514,-59.2427302
Santa fe,Lehmann,-31.118904682,-61.515198293
Cordoba,Tala canada,-31.359017999,-64.96381289
Cordoba,Cienaga del coro,-31.039502088,-65.22174812
Entre rios,San jose,-32.17976698,-58.212232883
Santa fe,Canada del ucle,-33.410344072,-61.607043398
Tucuman,Los puestos,-27.2942017,-64.9485133
Santa fe,Sauce viejo,-31.763068346,-60.889860611
Cordoba,Valle de anisacate,-31.731477693,-64.412962213
Jujuy,El piquete,-24.135713577,-64.588111877
Santa fe,Bella italia,-31.283979505,-61.409342518
Santa cruz,Tres lagos,-49.599014827,-71.445802242
Entre rios,Aldea maria luisa,-31.88472923,-60.408745687
Santa fe,Pueblo munoz,-33.17448335,-60.89713984
Santa fe,Calchaqui,-29.810016162,-60.435217737
Santa fe,San jeronimo norte,-31.5025162,-61.0344244
Cordoba,Olaeta,-33.043482121,-63.908595741
Cordoba,San antonio de arredondo,-31.478226469,-64.528935043
Tucuman,Villa belgrano,-27.53799,-65.63145
Entre rios,General alvear,-31.949454108,-60.677949726
Santa fe,Santa rosa de calchines,-31.422365592,-60.33489408
Salta,San carlos,-25.424379349,-65.864425659
Cordoba,Chuna huasi,-29.913837259,-64.129981796
La pampa,Tomas m anchorena,-36.840660687,-63.520502165
La pampa,Rolon,-37.166824215,-63.417158201
Chubut,Paso de indios,-43.866305412,-69.04488709
Cordoba,San antonio de litin,-32.21286054,-62.63300685
Entre rios,Colon,-32.29636577,-58.232968122
San luis,Concaran,-32.60479851,-65.18870622
La pampa,Telen,-36.264056404,-65.50977318
Buenos aires,Laprida,-37.646259308,-60.575561524
Entre rios,Yacare,-30.60360412,-59.52751986
Tucuman,San miguel de tucuman,-26.82900979,-65.210544181
Entre rios,Estancia grande,-31.507626298,-58.13343466
Santa fe,Diego de alvear,-34.374342924,-62.128927362
Santiago del estero,Beltran,-27.852941439,-63.99761098
Buenos aires,Tapalque,-36.4724178,-60.2509312
Misiones,San martin,-27.50468938,-55.25533087
Buenos aires,Puan,-38.0206069,-63.3468513
La pampa,Villa mirasol,-36.075751346,-63.887583794
Santiago del estero,El arenal,-26.80388184,-64.566014963
Cordoba,Puesto de castro,-30.239082385,-63.49168541
Entre rios,Las cuevas,-32.334228485,-60.487290247
San luis,Lujan,-32.366034906,-65.942543997
Entre rios,Aldea asuncion,-32.813586299,-59.173198585
Jujuy,Pumahuasi,-22.237689972,-65.849250794
Cordoba,Monte lena,-32.611289777,-62.590341039
Salta,La vina,-25.58439827,-65.706748962
Tucuman,Banda del rio sali,-26.899213309,-65.149286189
Santa fe,Firmat,-33.458049683,-61.491452509
Tucuman,Aguilares,-27.4187555,-65.6553505
Chaco,Chorotis,-27.97048471,-61.694451147
Rio negro,General fernandez oro,-38.979186876,-67.941976373
Tucuman,Los sarmientos y la tipa,-27.391203,-65.7242902
San luis,La punta,-33.200497941,-66.352823819
Chubut,Buen pasto,-45.080422563,-69.449777772
Rio negro,Chimpay,-39.158537315,-66.185606648
Santiago del estero,Sol de julio,-29.57321319,-63.35197184
Misiones,Capiovi,-26.922512222,-55.12387432
Corrientes,Loreto,-27.519821728,-57.222750688
Cordoba,Casa grande,-31.169712991,-64.477621432
Cordoba,Villa valeria,-34.340853035,-64.917844944
Misiones,Itacaruare,-27.811698914,-55.28434372
Cordoba,Huinca renanco,-34.839725124,-64.372487679
Santiago del estero,Colonia dora,-28.600316956,-62.872101252
Entre rios,Distrito primero (primer distrito cuchilla),-33.066448843,-59.410663388
Chaco,Isla del cerrito,-27.30530117,-58.7134742
Chaco,General vedia,-26.866054223,-58.804107169
Rio negro,Cona niyeu,-41.881202171,-66.940740427
Cordoba,Las arrias,-30.285442894,-63.724191043
Misiones,Eldorado,-26.442259496,-54.640573486
Chaco,La tigra,-27.050347557,-60.535484584
Buenos aires,Pellegrini,-36.312782367,-63.200247987
Catamarca,Saujil,-28.060650391,-66.206503901
La pampa,Eduardo castex,-35.916589711,-64.294586837
Tucuman,Los bulacio y los villagra,-26.98216,-65.2174
Entre rios,Colonia oficial n° 3 y 14,-30.583851704,-59.26054777
Tucuman,Rio seco,-27.269048204,-65.559345953
Santiago del estero,Canada escobar,-27.73540091,-63.995483719
Mendoza,Junin,-33.203250714,-68.383229548
Misiones,San pedro,-26.683566389,-54.205010749
San luis,San jeronimo,-33.138305361,-66.516685933
Santa fe,La camila,-30.065684,-60.5928599
Santa fe,Castelar,-31.676283015,-62.17933031
Cordoba,Villa del totoral,-30.7152859,-64.0271932
Chubut,Esquel,-42.900637586,-71.606153511
Corrientes,La cruz,-29.046966554,-56.677162213
San luis,Villa de merlo,-32.342539114,-65.014137203
Entre rios,Curtiembre,-31.463046828,-60.167112493
Rio negro,Luis beltran,-39.308880098,-65.764871419
Salta,Campo santo,-24.753509521,-65.1953125
Cordoba,El rodeo,-30.1454812,-63.7159946
La rioja,Independencia,-30.167445529,-66.945659299
Entre rios,Santa elena,-30.946658958,-59.788285038
Cordoba,Cordoba,-31.417743264,-64.189601352
Jujuy,Rinconada,-22.43304,-65.95603
Santa fe,Soldini,-33.023986845,-60.756188319
Entre rios,"El solar, san carlos y colonia bertozzi",-31.181012467,-59.732884457
Neuquen,Andacollo,-37.181410058,-70.669076542
Cordoba,Villa san isidro,-31.837417296,-64.433641175
Entre rios,Bovril,-31.342891441,-59.446730974
La rioja,Castro barros,-28.683504219,-66.965493987
Cordoba,Freyre,-31.164731932,-62.097633391
Chubut,Gan gan,-42.523233029,-68.282854229
Santa cruz,Rio turbio,-51.532838374,-72.334103208
Tucuman,El sacrificio,-27.6445595,-65.5977204
Misiones,San antonio,-26.131000318,-53.729570991
Santa fe,Alcorta,-33.540197979,-61.124633716
Santa fe,Oliveros,-32.575821525,-60.855351533
San luis,Talita,-32.226898193,-65.571434021
Entre rios,Larroque,-33.035424276,-59.001853656
Corrientes,Felipe yofre,-29.015859604,-58.453979495
La pampa,Casa de piedra,-38.223051531,-67.170926365
Cordoba,Sampacho,-33.384538295,-64.721984954
Santa fe,San carlos sud,-31.757595406,-61.100751498
Buenos aires,Dolores,-36.3759209,-57.5106032
Entre rios,Pajonal,-32.362644455,-60.345330507
San luis,Potrero de los funes,-33.218778709,-66.230728818
Santiago del estero,Lavalle,-28.241381963,-65.040418675
Santiago del estero,Los nunez,-27.566700902,-64.476855866
Santa fe,Lazzarino,-34.166329566,-62.428038028
Cordoba,Mendiolaza,-31.263467979,-64.303833647
Cordoba,La tordilla,-31.23524522,-63.059904271
Entre rios,Laurencena,-32.224458951,-59.717168299
Buenos aires,General arenales,-34.236875898,-61.103613881
San juan,Chimbas,-31.48002633,-68.482182165
Cordoba,Tosno,-30.911867142,-65.28327179
Tucuman,Taco ralo,-27.782762528,-65.354072571
Rio negro,Campo grande,-38.706485108,-68.173745522
Santa fe,Angelica,-31.616383,-61.5463172
Cordoba,El fortin,-31.967250235,-62.302628594
Catamarca,Puerta de san jose,-27.358690262,-67.076065063
Formosa,Los chiriguanos,-24.098683529,-61.46758677
Santa fe,Pueblo andino,-32.671791416,-60.876180674
Santa fe,Loma alta,-31.961443189,-61.178380046
Rio negro,Pomona,-39.484160457,-65.612460051
Santiago del estero,El cabure,-26.003069834,-62.323388602
Formosa,Herradura,-26.48746464,-58.31224246
Buenos aires,General las heras,-35.0146853,-58.9153953
Entre rios,Paso de la laguna,-31.805764907,-59.165161371
Santiago del estero,Vinara,-27.416195437,-64.745778884
Buenos aires,General viamonte,-34.943772014,-61.158864354
Entre rios,Chajari,-30.754075911,-57.984162588
Entre rios,Clodomiro ledesma,-31.579402817,-58.181367817
Santiago del estero,Estacion atamisqui,-28.498957084,-63.907725744
Buenos aires,San antonio de areco,-34.301078797,-59.443847658
Cordoba,Ausonia,-32.66138258,-63.244797381
Cordoba,Las varillas,-31.873113558,-62.718794827
Cordoba,Leguizamon,-34.204078846,-62.976888954
Santa fe,La criolla,-30.198485153,-60.466989599
